filename,women-related target,harm_type,harm_category,rationale
img01606.jpg,woman's appearance,Explicit-Harm,Sexual-Harassment,The meme objectifies the woman by focusing on her large breasts and using a derogatory term 'SLOTH' to describe her.
img01607.png,mother,Non-Harmful,NULL,The meme does not target a woman for abuse; it discusses dentures made from baby teeth.
img01608.png,wife,Non-Harmful,NULL,"The meme is a humorous scenario involving a wife and husband, but there is no explicit or implicit harm towards the wife."
img01609.jpg,woman,Non-Harmful,NULL,"The meme is a humorous statement about alcoholism, not targeting women for abuse."
img01610.jpg,woman,Explicit-Harm,Sexual-Harassment,"The remote control suggests controlling a woman's behavior through sexual means, objectifying her."
img01611.jpg,women,Implicit-Harm,Misogyny,The meme perpetuates gender stereotypes by suggesting that video games are exclusively for boys and implying that women should stay in the kitchen.
img01612.png,feminist,Non-Harmful,NULL,The meme uses a feminist label as part of a humorous scenario but does not target women for abuse.
img01613.png,woman,Non-Harmful,NULL,The meme does not target a woman for abuse; it is a humorous comparison between two images.
img01614.jpg,woman's appearance,Implicit-Harm,Appearance-Attack,"The meme suggests that eating makes a woman look bigger, implying a negative change in her appearance."
img01615.png,nerdy girl,Non-Harmful,NULL,"The meme is a starter pack for a 'nerdy girl' in a porn video, which is a stereotype and not harmful."
img01616.jpg,woman,Non-Harmful,NULL,"The poster promotes awareness and reporting of sexual harassment, which is not harmful."
img01617.jpg,woman's appearance,Explicit-Harm,Misogyny,The meme uses a 'starter pack' format to objectify and stereotype Asian women based on their physical characteristics and fashion choices.
img01618.jpg,woman,Non-Harmful,NULL,The meme does not target a woman for abuse; it is a critique of criticism.
img01619.png,woman,Implicit-Harm,Misogyny,"The meme suggests that women are responsible for car crashes, perpetuating the stereotype that women are careless drivers."
img01620.jpg,fat booty date,Explicit-Harm,Sexual-Harassment,The meme objectifies the woman by reducing her to her body type and implies sexual aggression through the use of the word 'Dick'.
img01621.jpg,woman,Non-Harmful,NULL,The poster discusses 'mansplaining' and does not target women for abuse.
img01622.jpg,woman,Implicit-Harm,Misogyny,"The meme suggests that a woman's beauty is more important than her physical attributes, promoting a harmful stereotype about women."
img01623.jpg,woman,Implicit-Harm,Misogyny,"The meme suggests that joining the #MeToo movement is futile for women who have never been raped, implying that such women are not truly victims."
img01624.png,woman's appearance,Non-Harmful,NULL,"The meme uses a humorous and exaggerated depiction of a woman's body to make a joke about 'free real estate', but it does not target women for abuse."
img01625.jpg,woman,Non-Harmful,NULL,The meme uses a woman to illustrate a humorous scenario but does not target her for abuse.
img01626.jpg,woman,Explicit-Harm,Sexual-Harassment,"The meme uses a sexual proposition and a threat of violence, implying the woman is a sexual object."
img01627.jpg,woman,Non-Harmful,NULL,"The meme is a humorous response to a question about name, not targeting women for abuse."
img01628.png,wife,Explicit-Harm,Violence,"The meme suggests hitting a wife as a humorous scenario, endorsing domestic violence."
img01629.jpg,woman,Non-Harmful,NULL,"The meme uses a factual statement to promote equality and rights for women, which is not abusive towards women."
img01630.jpg,woman's appearance,Non-Harmful,NULL,The meme does not target a woman for abuse; it is a humorous observation about a dog entering a stall.
img01631.jpg,woman,Non-Harmful,NULL,The meme references a YouTube video title that criticizes a woman's behavior but does not directly harm or demean her.
img01632.png,Australian thot,Implicit-Harm,Misogyny,"The meme uses the term 'thot' to refer to Australian women, which is a derogatory term implying promiscuity and objectification."
img01633.jpg,14 year old white girls,Non-Harmful,NULL,"The meme uses a stereotype to make a joke, which is not intended to harm or demean the group being targeted."
img01634.jpg,Princess Peach,Explicit-Harm,Sexual-Harassment,"The meme directly states that female masturbation is a sin, objectifying Princess Peach and reducing her to a sexual object."
img01635.jpg,woman,Explicit-Harm,Sexual-Harassment,"The meme objectifies the woman by comparing her sexual frequency to a bull, implying she should be more sexually active."
img01636.png,woman,Non-Harmful,NULL,"The meme uses a cartoon character to make a humorous comparison between 'dicks' and 'thots', but it does not target women for abuse."
img01637.jpg,woman,Non-Harmful,NULL,The meme does not target a woman for abuse; it appears to be a supportive message about perseverance.
img01638.jpg,Emily,Implicit-Harm,Misogyny,"The meme suggests that Emily's behavior is causing frustration among men interested in her, implying that her actions are preventing them from pursuing relationships, which is a form of slut-shaming."
img01639.jpg,mother,Non-Harmful,NULL,"The meme quotes a compliment from a mother to her son, which is a positive interaction and not an attack on women."
img01640.jpg,woman,Non-Harmful,NULL,"The meme is a humorous observation about marriage motivations, not targeting women for abuse."
img01641.jpg,woman,Non-Harmful,NULL,"The image depicts a couple in a playful pose, but there is no explicit or implicit harm towards the woman."
img01642.jpg,woman,Non-Harmful,NULL,"The meme criticizes the use of 'false accusations per rape' as a metric, but does not target women for abuse."
img01643.jpg,woman,Non-Harmful,NULL,The meme does not target a woman for abuse; it is a humorous observation about fearlessness.
img01644.jpg,woman,Non-Harmful,NULL,The meme does not target a woman for abuse; it is a humorous comparison between two methods of quitting a job.
img01645.png,woman's appearance,Non-Harmful,NULL,"The meme uses a humorous exchange to comment on fashion, but there is no explicit or implicit harm towards women."
img01646.png,woman driver,Non-Harmful,NULL,"The meme humorously portrays a situation where a woman is driving, but the focus is on the humorous interaction between characters rather than any form of harm towards women."
img01647.jpg,cute girls,Implicit-Harm,Misogyny,"The meme suggests that 'cute' is superior to 'hot', implying that physical attractiveness is a binary quality rather than a spectrum."
img01648.jpg,woman,Non-Harmful,NULL,"The meme is a humorous exchange between a couple, with no explicit or implicit harm towards women."
img01649.jpg,woman's appearance,Implicit-Harm,Appearance-Attack,"The meme uses a derogatory term 'pancakes' to describe a woman's body shape, implying she is overweight."
img01650.jpg,woman smoking while pregnant,Explicit-Harm,Sexual-Harassment,"The meme portrays a man physically assaulting a pregnant woman for smoking, which is a form of sexual harassment and violence against women."
img01651.jpg,women,Non-Harmful,NULL,"The meme uses a humorous scenario involving hair pulling, but there is no explicit or implicit harm towards women."
img01652.jpg,woman with Adidas branded leg,Non-Harmful,NULL,The meme uses a news headline to create a humorous situation but does not target the woman for abuse.
img01653.jpg,woman wearing bikini,Implicit-Harm,Sexual-Harassment,"The meme suggests the woman is objectified and reduced to her body, implying sexual interest."
img01654.jpg,woman,Non-Harmful,NULL,The meme does not target a woman for abuse; it is a reaction to news about a gun raid.
img01655.jpg,woman,Implicit-Harm,Misogyny,"The meme suggests that a woman's request for autonomy should be ignored, implying a lack of respect for her desires."
img01656.jpg,woman,Non-Harmful,NULL,"The meme is a humorous observation about budgeting, not targeting women for abuse."
img01657.jpg,women,Explicit-Harm,Misogyny,"The sign promotes the idea that women are always right, which is a generalization and stereotype about women's roles and opinions."
img01658.png,women's footwear assortment,Non-Harmful,NULL,The image compares women's and men's footwear assortments but does not target women for abuse.
img01659.png,mother,Non-Harmful,NULL,"The meme uses a humorous scenario to highlight the father's reaction to the son's statement, but it does not target the mother for abuse."
img01660.png,woman,Explicit-Harm,Sexual-Harassment,"The meme objectifies the woman by referencing her as a sexual conquest and then marrying her, implying sexual exploitation."
img01661.jpg,woman in yoga attire,Implicit-Harm,Sexual-Harassment,"The meme suggests that the woman's toplessness is distracting, implying a sexual objectification of her."
img01662.jpg,alien heads,Non-Harmful,NULL,"The image features alien heads, but there is no direct harm towards women."
img01663.jpg,TA (Teaching Assistant),Explicit-Harm,Sexual-Harassment,"The meme explicitly states a desire for the TA to keep hands off the person, indicating a sexual harassment scenario."
img01664.jpg,woman,Non-Harmful,NULL,"The meme is a joke about a doctor telling a patient he can see his deceased wife again, which is a humorous misunderstanding rather than a harmful statement."
img01665.jpg,woman's appearance,Non-Harmful,NULL,"The meme uses a humorous comparison between a 'man cave' and a 'kitchen', but it does not target women for abuse."
img01666.jpg,fat girls,Implicit-Harm,Misogyny,"The meme uses a derogatory term 'fat' to describe women, promoting negative stereotypes about their size and worth."
img01667.jpg,woman's appearance,Non-Harmful,NULL,"The meme is a humorous observation about a child sleeping naked during pajama day, without targeting or demeaning women."
img01668.png,Walmart shoppers,Non-Harmful,NULL,The meme criticizes Walmart shoppers but does not specifically target women for abuse.
img01669.jpg,vegan artistic girl,Non-Harmful,NULL,"The meme is a humorous observation about a person's reaction to a vegan diet, not targeting women for abuse."
img01670.jpg,woman,Explicit-Harm,Sexual-Harassment,The meme objectifies the woman by reducing her to a sexual object and making a sexual proposition without consent.
img01671.png,girlfriend,Implicit-Harm,Sexual-Harassment,"The meme suggests the girlfriend wants more intimate contact, implying sexual pressure on the boyfriend."
img01672.jpg,woman's appearance,Non-Harmful,NULL,"The meme uses exaggerated visuals to humorously critique the idea of a 'perfect woman', but it does not target women for abuse."
img01673.jpg,girl,Implicit-Harm,Misogyny,"The meme suggests that asking a girl out can lead to severe consequences, implying that women are fragile and easily influenced by romantic advances."
img01674.jpg,women's sexuality,Implicit-Harm,Misogyny,"The meme suggests that women are uninterested in sex, implying a lack of interest in relationships from women, which is a form of gender stereotyping."
img01675.jpg,woman playing ukulele,Non-Harmful,NULL,"The meme contrasts the perceived enthusiasm of girls versus boys when getting a ukulele, but does not explicitly harm or demean either group."
img01676.jpg,women,Explicit-Harm,Sexual-Harassment,The meme objectifies women by reducing them to their sexuality and suggesting sexual acts.
img01677.jpg,Mrs. Paint,Non-Harmful,NULL,"The meme is a humorous comparison between a teacher and a student, not targeting Mrs. Paint for abuse."
img01678.png,woman,Explicit-Harm,Sexual-Harassment,"The meme objectifies the woman by referring to her as 'nice pussy babe', which is a sexualized insult."
img01679.jpg,woman,Non-Harmful,NULL,The meme does not target a woman for abuse and is a humorous comparison of debate formats.
img01680.jpg,woman driver,Non-Harmful,NULL,"The meme is a humorous introduction to a character named Rea, without targeting her for abuse."
img01681.png,Tom and Jerry,Non-Harmful,NULL,"The image is a comparison between 'Tom and Jerry' and 'Me and the Boys', both being memes, and does not target a woman for abuse."
img01682.jpg,Athens,Non-Harmful,NULL,The meme compares Athens and Sparta but does not target a woman for abuse.
img01683.jpg,woman,Non-Harmful,NULL,"The meme praises a woman for cooking, which is a positive portrayal and not an attack."
img01684.png,woman,Non-Harmful,NULL,The meme does not target a woman for abuse; it is a humorous statement about removing someone to take a picture.
img01685.jpg,woman driving,Implicit-Harm,Misogyny,"The meme equates women driving with UFOs, implying they are unusual and potentially dangerous, which is a form of dehumanization and fear-mongering."
img01686.jpg,man in the math problem,Non-Harmful,NULL,"The meme is a humorous depiction of a character from a math problem, not targeting women for abuse."
img01687.jpg,woman,Implicit-Harm,Misogyny,"The meme suggests that a woman's intelligence is irrelevant to marriage, implying that women should be valued based on their appearance rather than their capabilities."
img01688.jpg,woman,Non-Harmful,NULL,"The meme is a humorous exchange between two characters, not targeting the woman for abuse."
img01689.jpg,woman,Non-Harmful,NULL,The meme uses a humorous image but does not target or demean women.
img01690.jpg,woman,Non-Harmful,NULL,"The meme depicts a loving interaction between two birds, symbolizing affection and support, which is not directed at a woman but rather praises a relationship."
img01691.jpg,girl,Explicit-Harm,Sexual-Harassment,"The meme uses the term 'superthot' to objectify the girl, suggesting she is sexually attractive based on her actions."
img01692.png,woman's appearance,Non-Harmful,NULL,"The meme uses a humorous comparison between a hamster and a girlfriend's actions, but there is no explicit or implicit harm towards women."
img01693.jpg,mother,Non-Harmful,NULL,"The meme uses a cat to humorously express sadness over a mother being fired, but it does not target women for abuse."
img01694.jpg,woman,Implicit-Harm,Misogyny,"The meme suggests that asking about dinner is trivializing the woman's stress, implying she should be more focused on household tasks."
img01695.jpg,girl,Implicit-Harm,Sexual-Harassment,"The meme suggests a sexual encounter involving condoms, implying a sexual proposition without consent."
img01696.jpg,woman,Non-Harmful,NULL,The meme uses a mugshot to illustrate a humorous scenario but does not target or demean the woman herself.
img01697.jpg,woman golfer,Implicit-Harm,Sexual-Harassment,"The meme implies the woman is being objectified for her body, suggesting she is only there for sexual purposes."
img01698.jpg,Medusa,Non-Harmful,NULL,The meme references Medusa but does not target her for abuse; it is a humorous comparison to a challenging case.
img01699.jpg,woman's breast,Non-Harmful,NULL,"The image uses a grain of rice to compare sizes, which is a neutral comparison and not intended to harm or stereotype."
img01700.jpg,woman,Non-Harmful,NULL,The meme does not target a woman for abuse; it is a humorous observation about Lego characters.
img01701.jpg,woman's appearance,Non-Harmful,NULL,"The meme uses a dog's exaggerated expression to humorously depict the virus's perspective, which is not directed at women."
img01702.jpg,woman's appearance,Non-Harmful,NULL,"The meme uses a cartoon turtle to humorously depict a woman's self-perception, but it does not target her for abuse."
img01703.jpg,girl,Non-Harmful,NULL,The meme uses a humorous scenario but does not target the girl for abuse.
img01704.jpg,woman,Non-Harmful,NULL,"The meme uses a Star Wars reference to humorously critique Tinder matches, but it does not target women for abuse."
img01705.png,woman,Non-Harmful,NULL,"The meme is a playful tribute to empowering women in action movies, not targeting women for abuse."
img01706.jpg,woman,Non-Harmful,NULL,The meme does not target a woman for abuse; it is a humorous reference to childhood imagination.
img01707.jpg,woman,Non-Harmful,NULL,"The meme is a humorous reaction to a situation involving a woman, but it does not target her for abuse."
img01708.jpg,woman wearing yoga pants,Implicit-Harm,Misogyny,"The meme suggests that women wearing yoga pants are not practicing yoga, implying a lack of fitness or commitment to health."
img01709.jpg,woman in court,Non-Harmful,NULL,The meme uses a courtroom setting to illustrate a humorous situation but does not target the woman for abuse.
img01710.jpg,girls in bikinis and girls in underwear,Non-Harmful,NULL,"The meme uses a cat's reaction to contrast bikini-clad and underwear-clad women, which is a common internet meme format but does not inherently harm or demean either group."
img01711.jpg,woman,Non-Harmful,NULL,The meme does not target a woman for abuse; it appears to be a humorous juxtaposition of a person holding a trophy and a monkey on a banana.
img01712.jpg,woman soldier,Explicit-Harm,Sexual-Harassment,"The meme objectifies the woman soldier by suggesting she is only valuable when she is part of a group, implying her worth is tied to her sexuality."
img01713.jpg,woman,Non-Harmful,NULL,The image is a humorous self-portrait with no explicit or implicit harm towards women.
img01714.jpg,teacher,Non-Harmful,NULL,The meme does not target the teacher for abuse; it is a humorous scenario involving a school email address.
img01715.jpg,woman's appearance,Non-Harmful,NULL,"The image depicts a stylized figure with exaggerated features, but there is no explicit or implicit harm towards women."
img01716.jpg,suffragette,Non-Harmful,NULL,The image commemorates the suffrage movement and does not target women for abuse.
img01717.jpg,woman,Non-Harmful,NULL,The meme does not target a woman for abuse; it is a statement about hating pedophiles.
img01718.jpg,girls,Non-Harmful,NULL,The meme discusses statistics about sexual abuse among children but does not directly harm or attack women.
img01719.jpg,woman,Non-Harmful,NULL,The meme uses a news headline to make a humorous observation about a legal decision but does not target women for abuse.
img01720.jpg,married woman,Implicit-Harm,Misogyny,"The meme suggests that marriage benefits women financially more than remaining single, implying that women should prioritize marriage."
img01721.png,woman,Non-Harmful,NULL,"The meme is a humorous observation about teachers using memes in presentations, but it does not target women for abuse."
img01722.jpg,small youtuber,Non-Harmful,NULL,The meme does not target a woman for abuse; it is a humorous critique of YouTube's moderation policies.
img01723.jpg,girls,Non-Harmful,NULL,"The meme uses humor to contrast idealized and realistic flirtation styles, without targeting or demeaning girls."
