filename,category,shaming,stereotype,objectification,violence
img02551.jpg,Misogyny,0,1,0,0
img02552.jpg,Violence,0,1,1,1
img02553.jpg,Sexual-Harassment,0,0,1,0
img02554.jpg,Sexual-Harassment,0,0,1,0
img02555.jpg,Sexual-Harassment,1,1,1,0
img02556.jpg,Violence,0,1,0,1
img02557.jpg,Misogyny,0,1,0,0
img02558.jpg,Misogyny,0,1,0,0
img02559.jpg,Appearance-Attack,1,0,0,0
img02560.jpg,Misogyny,0,1,0,0
img02561.jpg,Misogyny,0,1,0,0
img02562.jpg,Sexual-Harassment,0,0,1,0
img02563.jpg,Appearance-Attack,1,1,0,0
img02564.jpg,Sexual-Harassment,0,0,1,0
img02565.jpg,Misogyny,0,1,0,0
img02566.jpg,Sexual-Harassment,0,1,1,0
img02567.jpg,Violence,1,1,1,1
img02568.jpg,Misogyny,0,1,0,0
img02569.jpg,Sexual-Harassment,0,1,1,0
img02570.jpg,Sexual-Harassment,1,0,1,0
img02571.jpg,Sexual-Harassment,1,1,1,0
img02572.jpg,Misogyny,0,1,0,0
img02573.jpg,Sexual-Harassment,0,0,1,0
img02574.jpg,Violence,0,0,0,1
img02575.jpg,Misogyny,0,1,0,0
img02576.jpg,Sexual-Harassment,0,0,1,0
img02577.jpg,Violence,0,1,1,1
img02578.jpg,Misogyny,0,1,0,0
img02579.jpg,Sexual-Harassment,1,1,1,0
img02580.jpg,Misogyny,0,1,0,0
img02581.jpg,Sexual-Harassment,0,0,1,0
img02582.jpg,Violence,0,1,0,1
img02583.jpg,Sexual-Harassment,0,0,1,0
img02584.jpg,Sexual-Harassment,1,0,1,0
img02585.jpg,Misogyny,0,0,0,0
img02586.jpg,Misogyny,0,1,0,0
img02587.jpg,Sexual-Harassment,1,1,1,0
img02588.jpg,Sexual-Harassment,0,0,1,0
img02589.jpg,Sexual-Harassment,0,0,1,0
img02590.jpg,Misogyny,0,1,0,0
img02591.jpg,Sexual-Harassment,1,0,1,0
img02592.jpg,Violence,0,0,0,1
img02593.jpg,Violence,0,0,0,1
img02594.jpg,Sexual-Harassment,0,0,1,0
img02595.jpg,Sexual-Harassment,0,0,1,0
img02596.jpg,Appearance-Attack,1,0,0,0
img02597.jpg,Violence,0,1,0,1
img02598.jpg,Violence,0,0,0,1
img02599.jpg,Sexual-Harassment,0,0,1,0
img02600.jpg,Violence,0,1,1,1
img02601.jpg,Appearance-Attack,1,0,0,0
img02602.jpg,Sexual-Harassment,0,0,1,0
img02603.jpg,Misogyny,0,1,0,0
img02604.jpg,Sexual-Harassment,0,1,1,0
img02605.jpg,Sexual-Harassment,0,0,1,0
img02606.jpg,Violence,0,0,1,1
img02607.jpg,Violence,1,0,1,1
img02608.jpg,Sexual-Harassment,0,1,1,0
img02609.jpg,Sexual-Harassment,0,0,1,0
img02610.jpg,Misogyny,0,1,0,0
img02611.jpg,Misogyny,0,1,0,0
img02612.jpg,Violence,0,1,1,1
img02613.jpg,Appearance-Attack,1,0,0,0
img02614.jpg,Sexual-Harassment,1,1,1,0
img02615.jpg,Sexual-Harassment,0,0,1,0
img02616.jpg,Violence,0,0,0,1
img02617.jpg,Misogyny,0,0,0,0
img02618.jpg,Sexual-Harassment,0,0,1,0
img02619.jpg,Misogyny,0,0,0,0
img02620.jpg,Sexual-Harassment,0,0,1,0
img02621.jpg,Violence,1,1,1,1
img02622.jpg,Sexual-Harassment,0,0,1,0
img02623.jpg,Violence,0,0,0,1
img02624.jpg,Misogyny,0,1,0,0
img02625.jpg,Sexual-Harassment,1,1,1,0
img02626.jpg,Misogyny,0,1,0,0
img02627.jpg,Sexual-Harassment,1,0,1,0
img02628.jpg,Misogyny,0,1,0,0
img02629.jpg,Misogyny,0,0,0,0
img02630.jpg,Sexual-Harassment,1,1,1,0
img02631.jpg,Misogyny,0,1,0,0
img02632.jpg,Sexual-Harassment,0,0,1,0
img02633.jpg,Misogyny,0,1,0,0
img02634.jpg,Sexual-Harassment,0,0,1,0
img02635.jpg,Violence,0,1,1,1
img02636.jpg,Misogyny,0,1,0,0
img02637.jpg,Violence,1,0,1,1
img02638.jpg,Sexual-Harassment,0,0,1,0
img02639.jpg,Sexual-Harassment,1,1,1,0
img02640.jpg,Misogyny,0,1,0,0
img02641.jpg,Misogyny,0,1,0,0
img02642.jpg,Sexual-Harassment,0,0,1,0
img02643.jpg,Misogyny,0,0,0,0
img02644.jpg,Sexual-Harassment,1,0,1,0
img02645.jpg,Misogyny,0,1,0,0
img02646.jpg,Misogyny,0,1,0,0
img02647.jpg,Sexual-Harassment,0,0,1,0
img02648.jpg,Sexual-Harassment,1,0,1,0
img02649.jpg,Violence,0,1,0,1
img02650.jpg,Sexual-Harassment,0,0,1,0
img02651.jpg,Sexual-Harassment,0,1,1,0
img02652.jpg,Appearance-Attack,1,0,0,0
img02653.jpg,Misogyny,0,1,0,0
img02654.jpg,Misogyny,0,1,0,0
img02655.jpg,Sexual-Harassment,0,1,1,0
img02656.jpg,Appearance-Attack,1,1,0,0
img02657.jpg,Sexual-Harassment,0,0,1,0
img02658.jpg,Appearance-Attack,1,0,0,0
img02659.jpg,Sexual-Harassment,1,1,1,0
img02660.jpg,Misogyny,0,1,0,0
img02661.jpg,Sexual-Harassment,0,0,1,0
img02662.jpg,Appearance-Attack,1,1,0,0
img02663.jpg,Violence,0,0,0,1
img02664.jpg,Sexual-Harassment,0,0,1,0
img02665.jpg,Misogyny,0,1,0,0
img02666.jpg,Misogyny,0,1,0,0
img02667.jpg,Appearance-Attack,1,0,0,0
img02668.jpg,Violence,0,0,0,1
img02669.jpg,Sexual-Harassment,0,0,1,0
img02670.jpg,Misogyny,0,1,0,0
img02671.jpg,Violence,0,1,1,1
img02672.jpg,Misogyny,0,1,0,0
img02673.jpg,Appearance-Attack,1,0,0,0
img02674.jpg,Misogyny,0,1,0,0
img02675.jpg,Violence,0,1,0,1
img02676.jpg,Appearance-Attack,1,0,0,0
img02677.jpg,Misogyny,0,1,0,0
img02678.jpg,Sexual-Harassment,0,0,1,0
img02679.jpg,Appearance-Attack,1,0,0,0
img02680.jpg,Misogyny,0,1,0,0
img02681.jpg,Sexual-Harassment,0,0,1,0
img02682.jpg,Misogyny,0,1,0,0
img02683.jpg,Sexual-Harassment,0,1,1,0
img02684.jpg,Violence,0,0,0,1
img02685.jpg,Violence,0,0,0,1
img02686.jpg,Violence,0,1,0,1
img02687.jpg,Violence,0,1,0,1
img02688.jpg,Violence,0,1,0,1
img02689.jpg,Appearance-Attack,1,0,0,0
img02690.jpg,Misogyny,0,1,0,0
img02691.jpg,Sexual-Harassment,0,1,1,0
img02692.jpg,Violence,0,0,0,1
img02693.jpg,Misogyny,0,0,0,0
img02694.jpg,Misogyny,0,1,0,0
img02695.jpg,Misogyny,0,1,0,0
img02696.jpg,Violence,0,1,0,1
img02697.jpg,Sexual-Harassment,0,0,1,0
img02698.jpg,Misogyny,0,1,0,0
img02699.jpg,Sexual-Harassment,0,0,1,0
img02700.jpg,Sexual-Harassment,1,1,1,0
img02701.jpg,Sexual-Harassment,0,0,1,0
img02702.jpg,Appearance-Attack,1,1,0,0
img02703.jpg,Sexual-Harassment,0,0,1,0
img02704.jpg,Violence,1,1,0,1
img02705.jpg,Misogyny,0,1,0,0
img02706.jpg,Misogyny,0,1,0,0
img02707.jpg,Sexual-Harassment,0,0,1,0
img02708.jpg,Violence,0,0,1,1
img02709.jpg,Misogyny,0,1,0,0
img02710.jpg,Sexual-Harassment,0,0,1,0
img02711.jpg,Appearance-Attack,1,1,0,0
img02712.jpg,Appearance-Attack,1,1,0,0
img02713.jpg,Appearance-Attack,1,0,0,0
img02714.jpg,Violence,0,0,0,1
img02715.jpg,Sexual-Harassment,0,1,1,0
img02716.jpg,Misogyny,0,1,0,0
img02717.jpg,Misogyny,0,1,0,0
img02718.jpg,Violence,0,1,1,1
img02719.jpg,Misogyny,0,1,0,0
img02720.jpg,Misogyny,0,0,0,0
img02721.jpg,Violence,0,0,1,1
img02722.jpg,Sexual-Harassment,0,0,1,0
img02723.jpg,Misogyny,0,1,0,0
img02724.jpg,Violence,0,1,0,1
img02725.jpg,Misogyny,0,1,0,0
img02726.jpg,Misogyny,0,0,0,0
img02727.jpg,Sexual-Harassment,0,1,1,0
img02728.jpg,Misogyny,0,1,0,0
img02729.jpg,Misogyny,0,1,0,0
img02730.jpg,Appearance-Attack,1,0,0,0
img02731.jpg,Sexual-Harassment,0,0,1,0
img02732.jpg,Appearance-Attack,1,0,0,0
img02733.jpg,Misogyny,0,1,0,0
img02734.jpg,Misogyny,0,1,0,0
img02735.jpg,Sexual-Harassment,0,0,1,0
img02736.jpg,Appearance-Attack,1,1,0,0
img02737.jpg,Violence,0,1,0,1
img02738.jpg,Sexual-Harassment,0,0,1,0
img02739.jpg,Misogyny,0,1,0,0
img02740.jpg,Appearance-Attack,1,0,0,0
img02741.jpg,Appearance-Attack,1,1,0,0
img02742.jpg,Misogyny,0,1,0,0
img02743.jpg,Misogyny,0,1,0,0
img02744.jpg,Sexual-Harassment,0,0,1,0
img02745.jpg,Appearance-Attack,1,0,0,0
img02746.jpg,Misogyny,0,1,0,0
img02747.jpg,Misogyny,0,1,0,0
img02748.jpg,Misogyny,0,1,0,0
img02749.jpg,Misogyny,0,1,0,0
img02750.jpg,Violence,1,1,1,1
img02751.jpg,Violence,0,1,0,1
img02752.jpg,Appearance-Attack,1,0,0,0
img02753.jpg,Violence,1,1,0,1
img02754.jpg,Sexual-Harassment,1,1,1,0
img02755.jpg,Violence,0,0,1,1
img02756.jpg,Misogyny,0,1,0,0
img02757.jpg,Misogyny,0,0,0,0
img02758.jpg,Appearance-Attack,1,1,0,0
img02759.jpg,Violence,0,0,1,1
img02760.jpg,Sexual-Harassment,0,1,1,0
img02761.jpg,Appearance-Attack,1,0,0,0
img02762.jpg,Misogyny,0,1,0,0
img02763.jpg,Misogyny,0,1,0,0
img02764.jpg,Sexual-Harassment,0,0,1,0
img02765.jpg,Misogyny,0,1,0,0
img02766.jpg,Appearance-Attack,1,0,0,0
img02767.jpg,Appearance-Attack,1,0,0,0
img02768.jpg,Misogyny,0,1,0,0
img02769.jpg,Sexual-Harassment,0,0,1,0
img02770.jpg,Sexual-Harassment,0,1,1,0
img02771.jpg,Sexual-Harassment,1,1,1,0
img02772.jpg,Sexual-Harassment,0,0,1,0
img02773.jpg,Sexual-Harassment,1,0,1,0
img02774.jpg,Sexual-Harassment,1,1,1,0
img02775.jpg,Violence,0,1,0,1
img02776.jpg,Sexual-Harassment,0,1,1,0
img02777.jpg,Violence,0,0,1,1
img02778.jpg,Misogyny,0,1,0,0
img02779.jpg,Misogyny,0,1,0,0
img02780.jpg,Misogyny,0,1,0,0
img02781.jpg,Sexual-Harassment,0,0,1,0
img02782.jpg,Sexual-Harassment,0,0,1,0
img02783.jpg,Sexual-Harassment,1,0,1,0
img02784.jpg,Sexual-Harassment,1,0,1,0
img02785.jpg,Misogyny,0,1,0,0
img02786.jpg,Violence,0,0,1,1
img02787.jpg,Misogyny,0,0,0,0
img02788.jpg,Misogyny,0,1,0,0
img02789.jpg,Misogyny,0,1,0,0
img02790.jpg,Sexual-Harassment,0,0,1,0
img02791.jpg,Appearance-Attack,1,0,0,0
img02792.jpg,Sexual-Harassment,0,0,1,0
img02793.jpg,Appearance-Attack,1,0,0,0
img02794.jpg,Sexual-Harassment,1,0,1,0
img02795.jpg,Appearance-Attack,1,0,0,0
img02796.jpg,Misogyny,0,0,0,0
img02797.jpg,Sexual-Harassment,1,1,1,0
img02798.jpg,Appearance-Attack,1,1,0,0
img02799.jpg,Sexual-Harassment,1,0,1,0
img02800.jpg,Sexual-Harassment,0,0,1,0
img02801.jpg,Sexual-Harassment,1,1,1,0
img02802.jpg,Sexual-Harassment,0,1,1,0
img02803.jpg,Sexual-Harassment,0,1,1,0
img02804.jpg,Violence,0,1,0,1
img02805.jpg,Violence,0,0,0,1
img02806.jpg,Sexual-Harassment,0,0,1,0
img02807.jpg,Violence,0,0,0,1
img02808.jpg,Sexual-Harassment,0,1,1,0
img02809.jpg,Sexual-Harassment,0,0,1,0
img02810.jpg,Misogyny,0,1,0,0
img02811.jpg,Sexual-Harassment,0,1,1,0
img02812.jpg,Sexual-Harassment,0,1,1,0
img02813.jpg,Violence,0,0,1,1
img02814.jpg,Misogyny,0,1,0,0
img02815.jpg,Violence,0,1,0,1
img02816.jpg,Sexual-Harassment,1,0,1,0
img02817.jpg,Sexual-Harassment,0,0,1,0
img02818.jpg,Appearance-Attack,1,0,0,0
img02819.jpg,Violence,0,1,0,1
img02820.jpg,Sexual-Harassment,0,0,1,0
img02821.jpg,Misogyny,0,1,0,0
img02822.jpg,Misogyny,0,1,0,0
img02823.jpg,Violence,0,1,1,1
img02824.jpg,Violence,0,1,1,1
img02825.jpg,Sexual-Harassment,0,0,1,0
img02826.jpg,Misogyny,0,1,0,0
img02827.jpg,Sexual-Harassment,0,0,1,0
img02828.jpg,Sexual-Harassment,0,0,1,0
img02829.jpg,Misogyny,0,1,0,0
img02830.jpg,Appearance-Attack,1,1,0,0
img02831.jpg,Appearance-Attack,1,0,0,0
img02832.jpg,Misogyny,0,1,0,0
img02833.jpg,Sexual-Harassment,0,0,1,0
img02834.jpg,Misogyny,0,1,0,0
img02835.jpg,Violence,0,1,0,1
img02836.jpg,Sexual-Harassment,0,1,1,0
img02837.jpg,Sexual-Harassment,0,0,1,0
img02838.jpg,Appearance-Attack,1,1,0,0
img02839.jpg,Appearance-Attack,1,1,0,0
img02840.jpg,Misogyny,0,1,0,0
img02841.jpg,Misogyny,0,1,0,0
img02842.jpg,Appearance-Attack,1,0,0,0
img02843.jpg,Violence,0,1,0,1
img02844.jpg,Sexual-Harassment,0,0,1,0
img02845.jpg,Sexual-Harassment,0,0,1,0
img02846.jpg,Misogyny,0,1,0,0
img02847.jpg,Appearance-Attack,1,0,0,0
img02848.jpg,Misogyny,0,1,0,0
img02849.jpg,Sexual-Harassment,1,0,1,0
img02850.jpg,Misogyny,0,1,0,0
img02851.jpg,Violence,0,1,0,1
img02852.jpg,Sexual-Harassment,0,1,1,0
img02853.jpg,Appearance-Attack,1,1,0,0
img02854.jpg,Appearance-Attack,1,0,0,0
img02855.jpg,Violence,1,1,0,1
img02856.jpg,Violence,0,1,0,1
img02857.jpg,Appearance-Attack,1,1,0,0
img02858.jpg,Appearance-Attack,1,1,0,0
img02859.jpg,Misogyny,0,1,0,0
img02860.jpg,Misogyny,0,1,0,0
img02861.jpg,Misogyny,0,1,0,0
img02862.jpg,Sexual-Harassment,0,0,1,0
img02863.jpg,Violence,0,0,1,1
img02864.jpg,Misogyny,0,1,0,0
img02865.jpg,Misogyny,0,1,0,0
img02866.jpg,Appearance-Attack,1,0,0,0
img02867.jpg,Violence,0,0,1,1
img02868.jpg,Misogyny,0,1,0,0
img02869.jpg,Appearance-Attack,1,1,0,0
img02870.jpg,Misogyny,0,1,0,0
img02871.jpg,Misogyny,0,1,0,0
img02872.jpg,Appearance-Attack,1,0,0,0
img02873.jpg,Misogyny,0,1,0,0
img02874.jpg,Sexual-Harassment,1,1,1,0
img02875.jpg,Appearance-Attack,1,0,0,0
img02876.jpg,Violence,0,0,1,1
img02877.jpg,Violence,0,1,1,1
img02878.jpg,Misogyny,0,1,0,0
img02879.jpg,Sexual-Harassment,0,0,1,0
img02880.jpg,Violence,1,1,0,1
img02881.jpg,Violence,0,0,1,1
img02882.jpg,Sexual-Harassment,1,1,1,0
img02883.jpg,Sexual-Harassment,0,0,1,0
img02884.jpg,Misogyny,0,1,0,0
img02885.jpg,Violence,0,1,0,1
img02886.jpg,Sexual-Harassment,0,0,1,0
img02887.jpg,Sexual-Harassment,1,1,1,0
img02888.jpg,Sexual-Harassment,0,0,1,0
img02889.jpg,Sexual-Harassment,1,1,1,0
img02890.jpg,Misogyny,0,0,0,0
img02891.jpg,Misogyny,0,1,0,0
img02892.jpg,Sexual-Harassment,0,0,1,0
img02893.jpg,Misogyny,0,1,0,0
img02894.jpg,Violence,0,1,0,1
img02895.jpg,Sexual-Harassment,1,1,1,0
img02896.jpg,Sexual-Harassment,1,1,1,0
img02897.jpg,Appearance-Attack,1,1,0,0
img02898.jpg,Misogyny,0,1,0,0
img02899.jpg,Sexual-Harassment,1,1,1,0
img02900.jpg,Misogyny,0,1,0,0
img02901.jpg,Misogyny,0,1,0,0
img02902.jpg,Appearance-Attack,1,0,0,0
img02903.jpg,Sexual-Harassment,0,0,1,0
img02904.jpg,Misogyny,0,1,0,0
img02905.jpg,Misogyny,0,1,0,0
img02906.jpg,Misogyny,0,1,0,0
img02907.jpg,Sexual-Harassment,1,0,1,0
img02908.jpg,Sexual-Harassment,0,0,1,0
img02909.jpg,Violence,1,1,1,1
img02910.jpg,Sexual-Harassment,0,1,1,0
img02911.jpg,Misogyny,0,1,0,0
img02912.jpg,Sexual-Harassment,0,0,1,0
img02913.jpg,Violence,1,1,0,1
img02914.jpg,Violence,0,1,0,1
img02915.jpg,Appearance-Attack,1,1,0,0
img02916.jpg,Violence,0,1,0,1
img02917.jpg,Sexual-Harassment,0,0,1,0
img02918.jpg,Sexual-Harassment,0,1,1,0
img02919.jpg,Sexual-Harassment,0,1,1,0
img02920.jpg,Sexual-Harassment,0,0,1,0
img02921.jpg,Sexual-Harassment,0,0,1,0
img02922.jpg,Sexual-Harassment,0,0,1,0
img02923.jpg,Violence,0,1,1,1
img02924.jpg,Appearance-Attack,1,0,0,0
img02925.jpg,Misogyny,0,0,0,0
img02926.jpg,Misogyny,0,1,0,0
img02927.jpg,Sexual-Harassment,0,1,1,0
img02928.jpg,Sexual-Harassment,0,0,1,0
img02929.jpg,Sexual-Harassment,0,0,1,0
img02930.jpg,Misogyny,0,1,0,0
img02931.jpg,Sexual-Harassment,1,1,1,0
img02932.jpg,Violence,0,0,1,1
img02933.jpg,Sexual-Harassment,0,0,1,0
img02934.jpg,Misogyny,0,1,0,0
img02935.jpg,Misogyny,0,1,0,0
img02936.jpg,Misogyny,0,1,0,0
img02937.jpg,Violence,0,1,0,1
img02938.jpg,Misogyny,0,1,0,0
img02939.jpg,Sexual-Harassment,0,1,1,0
img02940.jpg,Violence,1,1,1,1
img02941.jpg,Sexual-Harassment,0,0,1,0
img02942.jpg,Violence,0,0,0,1
img02943.jpg,Sexual-Harassment,0,0,1,0
img02944.jpg,Sexual-Harassment,0,0,1,0
img02945.jpg,Misogyny,0,1,0,0
img02946.jpg,Sexual-Harassment,0,0,1,0
img02947.jpg,Misogyny,0,1,0,0
img02948.jpg,Violence,0,1,1,1
img02949.jpg,Sexual-Harassment,0,0,1,0
img02950.jpg,Sexual-Harassment,0,1,1,0
img02951.jpg,Sexual-Harassment,0,0,1,0
img02952.jpg,Sexual-Harassment,0,0,1,0
img02953.jpg,Misogyny,0,0,0,0
img02954.jpg,Misogyny,0,1,0,0
img02955.jpg,Misogyny,0,0,0,0
img02956.jpg,Sexual-Harassment,1,1,1,0
img02957.jpg,Misogyny,0,1,0,0
img02958.jpg,Sexual-Harassment,0,0,1,0
img02959.jpg,Sexual-Harassment,0,0,1,0
img02960.jpg,Sexual-Harassment,1,0,1,0
img02961.jpg,Misogyny,0,1,0,0
img02962.jpg,Sexual-Harassment,1,0,1,0
img02963.jpg,Violence,0,1,1,1
img02964.jpg,Misogyny,0,1,0,0
img02965.jpg,Sexual-Harassment,0,0,1,0
img02966.jpg,Appearance-Attack,1,1,0,0
img02967.jpg,Sexual-Harassment,0,0,1,0
img02968.jpg,Sexual-Harassment,1,1,1,0
img02969.jpg,Violence,0,1,0,1
img02970.jpg,Appearance-Attack,1,0,0,0
img02971.jpg,Sexual-Harassment,1,1,1,0
img02972.jpg,Misogyny,0,1,0,0
img02973.jpg,Sexual-Harassment,0,1,1,0
img02974.jpg,Appearance-Attack,1,1,0,0
img02975.jpg,Misogyny,0,1,0,0
img02976.jpg,Misogyny,0,1,0,0
img02977.jpg,Appearance-Attack,1,1,0,0
img02978.jpg,Sexual-Harassment,0,0,1,0
img02979.jpg,Sexual-Harassment,0,0,1,0
img02980.jpg,Appearance-Attack,1,0,0,0
img02981.jpg,Misogyny,0,1,0,0
img02982.jpg,Sexual-Harassment,1,1,1,0
img02983.jpg,Violence,0,1,0,1
img02984.jpg,Sexual-Harassment,1,1,1,0
img02985.jpg,Violence,0,1,1,1
img02986.jpg,Violence,0,0,1,1
img02987.jpg,Sexual-Harassment,1,1,1,0
img02988.jpg,Violence,0,1,0,1
img02989.jpg,Sexual-Harassment,1,0,1,0
img02990.jpg,Sexual-Harassment,0,1,1,0
img02991.jpg,Sexual-Harassment,1,0,1,0
img02992.jpg,Misogyny,0,1,0,0
img02993.jpg,Violence,0,1,0,1
img02994.jpg,Sexual-Harassment,0,1,1,0
img02995.jpg,Violence,0,0,0,1
img02996.jpg,Sexual-Harassment,0,0,1,0
img02997.jpg,Violence,1,1,1,1
img02998.jpg,Sexual-Harassment,1,1,1,0
img02999.jpg,Misogyny,0,0,0,0
img03000.jpg,Violence,0,0,0,1
img03001.jpg,Appearance-Attack,1,1,0,0
img03002.jpg,Sexual-Harassment,0,0,1,0
img03003.jpg,Misogyny,0,1,0,0
img03004.jpg,Appearance-Attack,1,0,0,0
img03005.jpg,Appearance-Attack,1,0,0,0
img03006.jpg,Misogyny,0,1,0,0
img03007.jpg,Sexual-Harassment,0,1,1,0
img03008.jpg,Sexual-Harassment,1,1,1,0
img03009.jpg,Sexual-Harassment,0,0,1,0
img03010.jpg,Sexual-Harassment,0,0,1,0
img03011.jpg,Violence,1,1,1,1
img03012.jpg,Misogyny,0,1,0,0
img03013.jpg,Misogyny,0,0,0,0
img03014.jpg,Violence,0,0,0,1
img03015.jpg,Sexual-Harassment,0,0,1,0
img03016.jpg,Misogyny,0,1,0,0
img03017.jpg,Violence,0,0,0,1
img03018.jpg,Sexual-Harassment,1,1,1,0
img03019.jpg,Sexual-Harassment,0,0,1,0
img03020.jpg,Sexual-Harassment,1,0,1,0
img03021.jpg,Sexual-Harassment,1,0,1,0
img03022.jpg,Sexual-Harassment,0,0,1,0
img03023.jpg,Misogyny,0,1,0,0
img03024.jpg,Violence,0,0,1,1
img03025.jpg,Sexual-Harassment,0,1,1,0
img03026.jpg,Sexual-Harassment,0,0,1,0
img03027.jpg,Sexual-Harassment,0,0,1,0
img03028.jpg,Appearance-Attack,1,1,0,0
img03029.jpg,Sexual-Harassment,1,1,1,0
img03030.jpg,Sexual-Harassment,0,0,1,0
img03031.jpg,Misogyny,0,1,0,0
img03032.jpg,Violence,0,1,0,1
img03033.jpg,Violence,1,1,1,1
img03034.jpg,Sexual-Harassment,0,1,1,0
img03035.jpg,Sexual-Harassment,0,0,1,0
img03036.jpg,Appearance-Attack,1,0,0,0
img03037.jpg,Sexual-Harassment,0,0,1,0
img03038.jpg,Misogyny,0,1,0,0
img03039.jpg,Sexual-Harassment,0,0,1,0
img03040.jpg,Sexual-Harassment,1,0,1,0
img03041.jpg,Sexual-Harassment,0,0,1,0
img03042.jpg,Misogyny,0,0,0,0
img03043.jpg,Misogyny,0,0,0,0
img03044.jpg,Violence,0,0,0,1
img03045.jpg,Misogyny,0,1,0,0
img03046.jpg,Misogyny,0,0,0,0
img03047.jpg,Violence,0,1,0,1
img03048.jpg,Violence,0,1,1,1
img03049.jpg,Misogyny,0,1,0,0
img03050.jpg,Violence,0,1,0,1
img03051.jpg,Sexual-Harassment,0,0,1,0
img03052.jpg,Misogyny,0,1,0,0
img03053.jpg,Sexual-Harassment,1,1,1,0
img03054.jpg,Violence,1,1,0,1
img03055.jpg,Misogyny,0,1,0,0
img03056.jpg,Violence,1,1,0,1
img03057.jpg,Violence,0,0,1,1
img03058.jpg,Sexual-Harassment,0,0,1,0
img03059.jpg,Sexual-Harassment,0,0,1,0
img03060.jpg,Sexual-Harassment,1,1,1,0
img03061.jpg,Violence,0,0,1,1
img03062.jpg,Misogyny,0,1,0,0
img03063.jpg,Misogyny,0,1,0,0
img03064.jpg,Appearance-Attack,1,0,0,0
img03065.jpg,Violence,0,0,1,1
img03066.jpg,Sexual-Harassment,1,1,1,0
img03067.jpg,Misogyny,0,1,0,0
img03068.jpg,Misogyny,0,1,0,0
img03069.jpg,Misogyny,0,0,0,0
img03070.jpg,Sexual-Harassment,0,0,1,0
img03071.jpg,Sexual-Harassment,1,1,1,0
img03072.jpg,Violence,0,1,0,1
img03073.jpg,Sexual-Harassment,0,1,1,0
img03074.jpg,Misogyny,0,1,0,0
img03075.jpg,Appearance-Attack,1,0,0,0
img03076.jpg,Sexual-Harassment,0,0,1,0
img03077.jpg,Sexual-Harassment,1,0,1,0
img03078.jpg,Sexual-Harassment,0,0,1,0
img03079.jpg,Violence,0,0,0,1
img03080.jpg,Appearance-Attack,1,0,0,0
img03081.jpg,Misogyny,0,1,0,0
img03082.jpg,Sexual-Harassment,0,0,1,0
img03083.jpg,Misogyny,0,1,0,0
img03084.jpg,Misogyny,0,1,0,0
img03085.jpg,Appearance-Attack,1,0,0,0
img03086.jpg,Misogyny,0,1,0,0
img03087.jpg,Sexual-Harassment,0,0,1,0
img03088.jpg,Violence,0,1,1,1
img03089.jpg,Misogyny,0,1,0,0
img03090.jpg,Sexual-Harassment,0,0,1,0
img03091.jpg,Sexual-Harassment,0,0,1,0
img03092.jpg,Sexual-Harassment,0,0,1,0
