filename,women-related target,harm_type,harm_category,rationale
img00072.jpg,woman's appearance,Non-Harmful,NULL,"The meme uses contrasting images to humorously depict different reactions to follower counts, but it does not target women for abuse or harassment."
img00073.jpg,woman's problems,Explicit-Harm,Sexual-Harassment,"The meme suggests that a man should not allow his girlfriend to discuss her problems with others, implying a possessive and controlling attitude."
img00074.jpg,woman standing behind man,Non-Harmful,NULL,"The image depicts a common scenario where a woman is standing behind a man, which is a neutral depiction without any harmful connotations."
img00075.jpg,women drivers,Non-Harmful,NULL,"The image is a humorous observation about parking spaces, not targeting women for abuse or harassment."
img00076.png,woman's muscular physique,Non-Harmful,NULL,The image uses sarcasm to highlight the contrast between the wife's muscular appearance and the implied respect for her husband's silence.
img00077.jpg,female gamer,Non-Harmful,NULL,"The meme targets gamers rather than women, focusing on game content and player behavior."
img00078.jpg,woman on life raft,Explicit-Harm,Sexual-Harassment,"The man on the life raft is making a suggestive gesture towards the woman, indicating a sexual harassment scenario."
img00079.jpg,woman at the table,Implicit-Harm,Sexual-Harassment,"The man's comment suggests he wants to keep the woman quiet, which could be interpreted as an attempt to control her behavior."
img00080.jpg,woman,Non-Harmful,NULL,The meme uses a neutral scenario to highlight a common experience without targeting women for abuse or harassment.
img00081.jpg,women,Implicit-Harm,Sexual-Harassment,"The meme suggests that women live longer because they don't have a wife, which implies that marriage is detrimental to longevity."
img00082.jpg,woman,Non-Harmful,NULL,The meme uses a humorous scenario to discuss a hypothetical situation without targeting women for abuse or degradation.
img00083.jpg,male characters,Non-Harmful,NULL,The meme uses a popular internet meme format to express frustration without targeting women.
img00084.jpg,woman,Non-Harmful,NULL,The meme celebrates diversity and individuality without targeting women for stereotypes or harm.
img00085.jpg,woman holding coffee mug,Non-Harmful,NULL,The meme uses a humorous scenario to comment on a trivial conflict without targeting the woman for abuse or degradation.
img00086.png,woman in Mandalorian armor,Non-Harmful,NULL,The meme uses playful banter about gender roles without targeting women for abuse or degradation.
img00087.jpg,woman,Implicit-Harm,Sexual-Harassment,"The meme uses a derogatory tone to describe women as 'manly' and implies they are camping with an 'angry bear,' which is a sexualized and degrading portrayal."
img00088.png,women who want or have kids,Non-Harmful,NULL,The image presents a positive portrayal of women who choose to have children without any negative connotations.
img00089.jpg,woman in pink dress,Implicit-Harm,Appearance-Attack,"The meme uses a Disney princess to critique unrealistic body expectations, which can be seen as an attack on women's appearances."
img00090.jpg,woman's legs,Implicit-Harm,Sexual-Harassment,The image uses a suggestive pose to imply a sexualized interaction between the characters.
img00091.jpg,woman applying makeup,Non-Harmful,NULL,The image depicts a scene involving makeup application without any harmful connotations.
img00092.jpg,woman,Implicit-Harm,Sexual-Harassment,"The meme uses a derogatory term to describe the woman as 'crazy and annoying,' which is a form of sexual harassment."
img00093.jpg,feminists,Implicit-Harm,Misogyny,"The meme uses a derogatory term 'womanace' to mock feminists, promoting a negative stereotype."
img00094.jpg,Hennig Brandt,Non-Harmful,NULL,"The image uses Hennig Brandt as a historical figure to discuss urban development, which is unrelated to women."
img00095.png,woman cashier,Explicit-Harm,Violence,"The woman cashier is depicted as being threatened with a knife, which constitutes explicit physical harm."
img00096.png,Black & brown girls,Non-Harmful,NULL,The meme lists various interests and beliefs without targeting or degrading any specific group.
img00097.jpg,Witches,Non-Harmful,NULL,"The image uses a large, monstrous depiction of a witch to represent 'witches in media,' which is a common trope but does not explicitly harm or degrade women."
img00098.jpg,woman wearing trans flag shirt,Non-Harmful,NULL,"The image shows a person wearing a trans flag shirt, which is a symbol of pride and identity, not a form of harm."
img00099.png,Ukrainian armed forces,Non-Harmful,NULL,The meme does not target women for abuse or harassment.
img00100.jpg,woman's head,Non-Harmful,NULL,"The image uses a brain diagram to humorously categorize thoughts, but it does not target women for abuse or harassment."
img00101.jpg,women screaming,Explicit-Harm,Sexual-Harassment,The meme depicts women being subjected to unwanted sexual attention and harassment.
img00102.png,woman,Non-Harmful,NULL,The meme uses a humorous comparison without targeting women for abuse or degradation.
img00103.jpg,woman in Superman costume,Explicit-Harm,Sexual-Harassment,The meme uses a sexualized question about menstruation to make a suggestive comment about the woman's identity.
img00104.jpg,Teenage Girls,Non-Harmful,NULL,"The meme uses a hyperbolic comparison to suggest that teenage girls are as dangerous as cancer, which is not a factual statement."
img00105.jpg,woman's appearance,Non-Harmful,NULL,The image does not directly target women for abuse or harassment.
img00106.jpg,woman in store,Non-Harmful,NULL,"The image uses a meme format to make a racist statement about Asians, which is not directed at the woman."
img00107.jpg,woman in green coat,Non-Harmful,NULL,The meme depicts a humorous interaction without any harmful intent towards the woman.
img00108.png,woman,Implicit-Harm,Sexual-Harassment,"The meme suggests that unsolicited diptychs are offensive to women, which implies a sexualized interaction."
img00109.jpg,woman as Speaker of the House,Non-Harmful,NULL,The meme celebrates a woman's political achievement without any negative connotations.
img00110.png,unaware women and children,Explicit-Harm,Sexual-Harassment,"The meme discusses the creation of fake pornography using AI, which can be harmful to unaware women and children as it involves non-consensual content."
img00111.jpg,woman as mechanic,Implicit-Harm,Sexual-Harassment,"The meme implies that women lack the strength to work as mechanics, which is a form of sexual harassment."
img00112.jpg,women,Implicit-Harm,Sexual-Harassment,The meme uses a metaphor about pizza to make a derogatory comparison between women's roles and behaviors.
img00113.jpg,woman,Non-Harmful,NULL,"The image compares the aspirations of parents at age 29 to the current life of an individual, but it does not target women for abuse or harassment."
img00114.jpg,women bringing gifts,Implicit-Harm,Sexual-Harassment,"The meme implies that women should be judged based on their ability to provide practical gifts, which is a form of sexual harassment."
img00115.jpg,woman,Non-Harmful,NULL,"The image presents a humorous comparison between two books, suggesting a playful take on understanding men versus women."
img00116.jpg,woman,Non-Harmful,NULL,The meme uses a humorous scenario to discuss relationships without targeting women for abuse or degradation.
img00117.jpg,female characters,Non-Harmful,NULL,The meme uses exaggerated expressions to humorously depict different attitudes towards gender roles without targeting women for abuse.
img00118.png,woman,Non-Harmful,NULL,"The image contains a text message discussing a typo correction, which is unrelated to women."
img00119.jpg,woman with bruises,Explicit-Harm,Violence,"The image depicts a woman with visible bruises, suggesting physical abuse."
img00120.jpg,woman customer,Implicit-Harm,Sexual-Harassment,"The meme uses a patronizing tone towards the woman customer, implying she is inexperienced or incompetent."
img00121.jpg,single moms on dating apps,Implicit-Harm,Misogyny,"The meme stereotypes single mothers as mentally unstable and financially dependent, which perpetuates negative stereotypes about their character."
img00122.jpg,woman at wishing well,Implicit-Harm,Sexual-Harassment,"The meme uses a sexualized depiction of a woman to imply she is irresistible to men, which is a form of sexual harassment."
img00123.jpg,woman stretching,Implicit-Harm,Sexual-Harassment,The meme implies men are objectifying women by focusing on their physical appearance during stretching.
img00124.jpg,blonde woman,Non-Harmful,NULL,The meme uses a humorous scenario without targeting the woman for abuse or degradation.
img00125.jpg,woman in the background,Implicit-Harm,Misogyny,"The meme questions the viewer's enjoyment of misogynistic content, implying a negative stereotype about women."
img00126.jpg,daughter,Explicit-Harm,Sexual-Harassment,"The meme suggests the daughter is involved in prostitution, which is a form of sexual exploitation."
img00127.jpg,woman,Non-Harmful,NULL,"The meme uses a back-and-forth dialogue to highlight the contrast between the woman's self-perception and the man's compliment, which is a common trope in humor but does not target women for abuse."
img00128.png,woman's appearance,Non-Harmful,NULL,"The image depicts a humorous scenario involving weight gain, but there is no explicit or implicit harm towards the woman."
img00129.jpg,woman,Non-Harmful,NULL,The meme uses a humorous scenario to highlight generational differences without targeting women specifically.
img00130.jpg,woman's appearance,Implicit-Harm,Misogyny,"The meme uses a woman's body as a means to make a point about men's logic, which can be seen as degrading."
img00131.jpg,transgender individual,Non-Harmful,NULL,"The meme uses a transphobic slur and promotes a harmful narrative about hunting 'wolves', which is unrelated to the women-related target."
img00132.png,women shoppers,Implicit-Harm,Sexual-Harassment,The meme implies that women are more distracted and less efficient shoppers compared to men.
img00133.jpg,wife,Non-Harmful,NULL,The meme uses a humorous but non-harmful statement about a wise man not telling his wife anything.
img00134.jpg,white woman,Explicit-Harm,Misogyny,"The meme uses a harmful comparison to imply that being a white woman is equivalent to having an unvaccinated child, which is a form of dehumanization."
img00135.jpg,woman's skeleton,Non-Harmful,NULL,"The image depicts a humorous but non-harmful scenario involving a married couple's skeletons, with no explicit or implicit harm to women."
img00136.jpg,woman,Implicit-Harm,Sexual-Harassment,The meme uses a stereotype about women's speech patterns to make a humorous but potentially offensive comment.
img00137.jpg,woman in bed,Non-Harmful,NULL,The meme uses a neutral scenario to make a point about family dynamics.
img00138.jpg,woman as homemaker,Non-Harmful,NULL,The meme contrasts traditional homemaking roles with feminist activism without explicitly harming either.
img00139.jpg,woman in bed,Implicit-Harm,Sexual-Harassment,"The meme implies the woman is being accused of having thoughts about other women, which is a form of sexual harassment."
img00140.jpg,woman in bed,Implicit-Harm,Sexual-Harassment,The man's comment about the woman wanting his babies implies a sexualized assumption about her intentions.
img00141.jpg,motherhood,Non-Harmful,NULL,The image compares different roles of women without implying any negative stereotypes.
img00142.png,woman in a coffee shop,Non-Harmful,NULL,The comic uses a humorous scenario to discuss gender dynamics without targeting women for abuse or harassment.
img00143.jpg,woman,Implicit-Harm,Sexual-Harassment,"The meme uses a biblical reference to Eve and the serpent to imply that women are inherently problematic, which is a form of sexual harassment."
img00144.jpg,waitress,Non-Harmful,NULL,The interaction between the characters is friendly and typical of a coffee shop scenario.
img00145.jpg,woman's appearance,Implicit-Harm,Appearance-Attack,The meme contrasts an idealized version of a woman's appearance on Instagram with her more realistic appearance in real life.
img00146.jpg,older woman,Implicit-Harm,Sexual-Harassment,"The meme implies that interest in older women is可爱 (adorable) and suggests that the teenager will find an older woman when they grow up, which could be seen as objectifying her."
img00147.jpg,bride,Explicit-Harm,Sexual-Harassment,"The text 'MAN & STRIFE' implies a negative connotation towards the bride, suggesting she will cause trouble as part of her marriage."
img00148.jpg,woman sitting,Implicit-Harm,Sexual-Harassment,"The meme implies that women are often bored when they have dishes to do, which can be seen as a form of sexual harassment."
img00149.jpg,woman,Non-Harmful,NULL,The meme uses a humorous exchange to highlight a long-standing issue without targeting the woman for abuse.
img00150.jpg,woman passenger,Implicit-Harm,Misogyny,The meme uses a sexist stereotype to imply that women are more likely to cause car accidents.
img00151.jpg,woman,Non-Harmful,NULL,The image depicts a humorous interaction between two characters without targeting women for abuse or harassment.
img00152.jpg,woman walking,Implicit-Harm,Sexual-Harassment,The meme implies that whistling at women was a form of sexual harassment in the past.
img00153.jpg,woman,Non-Harmful,NULL,The meme uses SpongeBob characters to depict a humorous scenario without targeting women for abuse or degradation.
img00154.jpg,women's shoes,Implicit-Harm,Misogyny,"The meme uses a binary categorization to devalue women's needs, suggesting 'women's shoes' are secondary to 'hardware'."
img00155.jpg,woman,Explicit-Harm,Sexual-Harassment,The meme uses a derogatory term 'max body count of zero' to degrade the woman's character.
img00156.jpg,Asian women,Implicit-Harm,Sexual-Harassment,"The meme portrays Asian women as saviors, which can be seen as objectifying them."
img00157.jpg,woman lying down,Implicit-Harm,Sexual-Harassment,The meme uses a suggestive scenario to imply unwanted sexual attention towards the woman.
img00158.png,married woman,Implicit-Harm,Sexual-Harassment,"The meme implies that married women should not be invited out, which reinforces the idea that their marital status affects their social acceptability."
img00159.jpg,fat girls,Explicit-Harm,Appearance-Attack,"The meme uses derogatory language to describe fat girls as 'gross,' which attacks their physical appearance."
img00160.jpg,woman,Implicit-Harm,Sexual-Harassment,The meme uses a warning sign to promote a harmful stereotype about women's argumentative nature.
img00161.jpg,ideal woman,Implicit-Harm,Sexual-Harassment,"The meme lists specific traits for an 'ideal' woman, which can be seen as objectifying her and promoting unrealistic expectations."
img00162.jpg,woman,Non-Harmful,NULL,The meme does not directly target or harm women.
img00163.jpg,woman,Non-Harmful,NULL,The image uses a humorous scenario involving a woman without any harmful intent.
img00164.jpg,woman,Implicit-Harm,Sexual-Harassment,"The meme uses a derogatory comparison to suggest that arguing with a woman is as tedious as reading a software license agreement, implying a negative stereotype about women."
img00165.jpg,woman in professional setting,Non-Harmful,NULL,The image uses a neutral comparison without targeting women for abuse or degradation.
img00166.png,woman,Non-Harmful,NULL,"The image is a humorous meme about a man's reaction to receiving multiple calls from someone named 'Alarm', which is a common internet meme format."
img00167.jpg,woman in bed,Non-Harmful,NULL,The meme uses a common trope to highlight a humorous situation without targeting the woman for abuse or harassment.
img00168.jpg,woman as girlfriend,Non-Harmful,NULL,"The meme uses a common trope about a man being the first nice guy his girlfriend has dated, which is a form of gendered humor but not harmful."
img00169.jpg,woman's appearance,Non-Harmful,NULL,"The image uses a large book to humorously exaggerate the size of a woman's appearance, which is a common form of gendered humor."
img00170.png,woman's relationship,Non-Harmful,NULL,"The meme uses a formal tone to announce a personal relationship change, which is a neutral event."
img00171.jpg,woman at desk,Explicit-Harm,Sexual-Harassment,The character on the left is making a sexual advance towards the woman at the desk.
img00172.png,wife,Non-Harmful,NULL,"The meme uses a humorous scenario involving a wife planning her own activities, which is a common trope but does not target women for abuse or harassment."
img00173.jpg,wife,Non-Harmful,NULL,The meme uses a humorous scenario to critique men who marry multiple women to avoid household responsibilities.
img00174.png,woman in RPGs,Implicit-Harm,Sexual-Harassment,"The meme suggests that playing as a woman in RPGs is solely for the purpose of objectifying her, which is a form of sexual harassment."
img00175.jpg,woman giving birth,Implicit-Harm,Misogyny,"The meme compares the pain of childbirth to the stress of working in an IT department, perpetuating a harmful stereotype about women."
img00176.jpg,woman's appearance,Non-Harmful,NULL,The meme uses a visual comparison to make a statement about appearances without targeting women for abuse or harassment.
img00177.jpg,woman,Non-Harmful,NULL,The image depicts a humorous conversation between two individuals without targeting the woman for abuse or harassment.
img00178.jpg,my wife,Non-Harmful,NULL,The meme uses a humorous scenario involving a wife trying on jeans without targeting her for abuse or harassment.
img00179.jpg,wife,Implicit-Harm,Sexual-Harassment,"The meme implies a rigid gender role where the wife is confined to domestic tasks, which is a form of sexual harassment."
img00180.png,woman's appearance,Non-Harmful,NULL,The image uses a comparison between formal attire and casual clothing to make a humorous point about style preferences.
img00181.jpg,woman,Implicit-Harm,Appearance-Attack,"The meme criticizes a celebrity's appearance, suggesting that her glow-up is excessive."
img00182.jpg,woman seeking remarriage,Non-Harmful,NULL,The meme does not target women for abuse or harassment.
img00183.jpg,woman with wings,Non-Harmful,NULL,"The image depicts a character with wings, which is a creative and non-offensive artistic choice."
img00184.jpg,trans rights,Non-Harmful,NULL,The meme does not directly harm or stereotype women but discusses complex political issues.
img00185.jpg,woman,Non-Harmful,NULL,The image is a meme about personality types and does not target women for abuse or harassment.
img00186.png,psychiatrist's face,Non-Harmful,NULL,The meme uses a humorous scenario to depict a psychiatrist's realization without targeting women for abuse or harassment.
img00187.jpg,woman's appearance,Non-Harmful,NULL,The comic uses a humorous scenario to discuss dating and relationships without targeting women for abuse or degradation.
img00188.png,wife,Implicit-Harm,Sexual-Harassment,"The meme uses a sexist joke about a wife asking about TV content, implying she is overly concerned with trivial matters."
img00189.jpg,female relationships,Non-Harmful,NULL,The image uses a humorous and playful approach to describe different types of girlfriends without targeting any specific group or individual negatively.
img00190.jpg,woman,Non-Harmful,NULL,"The image is a meme referencing 'What Does the Fox Say?' which is a children's game, not targeting women for abuse or harassment."
img00191.png,Bella Ramsey,Non-Harmful,NULL,"The meme uses Bella Ramsey to express dissatisfaction with HBO's casting choices, which is a personal opinion and not directed at her as an individual."
img00192.jpg,woman,Non-Harmful,NULL,The image discusses historical development plans without targeting women for abuse or degradation.
img00193.png,female victims,Non-Harmful,NULL,"The meme uses a natural disaster scene to critique a political statement, which is unrelated to women."
img00194.jpg,woman,Non-Harmful,NULL,The meme uses a derogatory term 'rape' in a context that does not target women but rather makes a statement about a situation.
img00195.jpg,two women,Explicit-Harm,Sexual-Harassment,"The tweet depicts a scenario where one woman is being asked about her past romantic relationship with another woman's husband, which is a form of sexual harassment."
img00196.png,woman mother,Explicit-Harm,Sexual-Harassment,"The comic depicts a mother being harassed by a man on public transportation, which is a form of sexual harassment."
img00197.jpg,woman's appearance,Implicit-Harm,Misogyny,The meme uses contrasting images to imply that a woman's attractiveness diminishes when she becomes someone's wife.
img00198.jpg,woman with angel wings,Non-Harmful,NULL,The image uses a stereotypical and overly idealized depiction of a 'smol angel girlfriend' without any negative connotations.
img00199.jpg,woman,Non-Harmful,NULL,The image contains explicit sexual content but does not target women for abuse or harassment.
img00200.jpg,woman,Implicit-Harm,Sexual-Harassment,"The meme uses a flirty exchange to imply that women have inappropriate fantasies about men quitting their jobs, which is a form of sexual harassment."
img00201.jpg,trans women,Non-Harmful,NULL,The post discusses trans identities but does not target women for abuse or harassment.
img00202.jpg,woman,Non-Harmful,NULL,The tweet describes a personal experience without targeting the woman for abuse or harassment.
img00203.jpg,woman's appearance,Non-Harmful,NULL,The image does not depict any explicit or implicit harm towards women.
img00204.jpg,female support,Explicit-Harm,Sexual-Harassment,The image depicts supportive language as containing sexually degrading comments.
img00205.jpg,female voters,Non-Harmful,NULL,The tweet does not directly target women but discusses political implications which could indirectly affect them.
img00206.jpg,woman,Non-Harmful,NULL,"The meme depicts a relationship where both partners share traditionally gendered roles, which is presented as a positive and equal partnership."
img00207.png,woman in historical attire,Implicit-Harm,Sexual-Harassment,"The meme uses derogatory language about women's bodies and behaviors, promoting a negative stereotype."
img00208.jpg,woman dating a bee,Non-Harmful,NULL,The meme uses a humorous scenario to highlight the absurdity of the situation without targeting the woman for abuse or harassment.
img00209.jpg,woman,Non-Harmful,NULL,"The image shows a social media interaction where a user is discussing a comment about domestic violence (DV), indicating a serious topic but without any harmful content."
img00210.jpg,woman,Non-Harmful,NULL,"The image uses a character from a popular TV show to represent a person struggling with gaming, but there is no explicit or implicit harm towards women."
img00211.jpg,wife,Non-Harmful,NULL,"The meme uses a humorous scenario involving a wife's credit card bill, which is a common topic but does not target women for abuse or harassment."
img00212.jpg,woman's appearance,Non-Harmful,NULL,"The image shows a chocolate-covered pastry, but there is no content suggesting harm to women."
img00213.png,fat girls,Explicit-Harm,Misogyny,"The post criticizes people who don't like fat girls, promoting a harmful stereotype about body size preferences."
img00214.jpg,woman's appearance,Implicit-Harm,Sexual-Harassment,The image uses a woman in revealing attire to humorously suggest that men would be more likely to stay at home if their wife earned a high salary.
img00215.jpg,woman in black tank top,Non-Harmful,NULL,"The image depicts a group of people having fun at what appears to be a party, with no indication of harm towards the woman."
img00216.jpg,woman watching her favorite shows,Non-Harmful,NULL,The meme uses a humorous comparison to highlight the difference in reactions between the wife when watching her favorite shows versus his favorite shows.
img00217.jpg,cute girlfriend,Non-Harmful,NULL,"The meme uses a hyperbolic scenario to humorously depict a protective relationship, which is not harmful."
img00218.jpg,tall woman,Non-Harmful,NULL,The meme uses a humorous context to discuss a specific topic without targeting women for abuse or degradation.
